cases,region,date
47,REGION V-BICOL REGION,16/12/2018
38,REGION V-BICOL REGION,23/12/2018
47,REGION V-BICOL REGION,30/12/2018
2,REGION V-BICOL REGION,01/07/2018
0,REGION V-BICOL REGION,14/01/2018
3,REGION V-BICOL REGION,21/01/2018
1,REGION V-BICOL REGION,28/01/2018
2,REGION V-BICOL REGION,02/04/2018
1,REGION V-BICOL REGION,02/11/2018
0,REGION V-BICOL REGION,18/02/2018
3,REGION V-BICOL REGION,25/02/2018
1,REGION V-BICOL REGION,03/04/2018
1,REGION V-BICOL REGION,03/11/2018
2,REGION V-BICOL REGION,18/03/2018
0,REGION V-BICOL REGION,25/03/2018
0,REGION V-BICOL REGION,04/01/2018
0,REGION V-BICOL REGION,04/08/2018
0,REGION V-BICOL REGION,15/04/2018
0,REGION V-BICOL REGION,22/04/2018
0,REGION V-BICOL REGION,29/04/2018
0,REGION V-BICOL REGION,05/06/2018
0,REGION V-BICOL REGION,13/05/2018
0,REGION V-BICOL REGION,20/05/2018
0,REGION V-BICOL REGION,27/05/2018
0,REGION V-BICOL REGION,06/03/2018
0,REGION V-BICOL REGION,06/10/2018
0,REGION V-BICOL REGION,17/06/2018
1,REGION V-BICOL REGION,24/06/2018
0,REGION V-BICOL REGION,07/01/2018
0,REGION V-BICOL REGION,07/08/2018
0,REGION V-BICOL REGION,15/07/2018
0,REGION V-BICOL REGION,22/07/2018
0,REGION V-BICOL REGION,29/07/2018
0,REGION V-BICOL REGION,08/05/2018
1,REGION V-BICOL REGION,08/12/2018
0,REGION V-BICOL REGION,19/08/2018
0,REGION V-BICOL REGION,26/08/2018
0,REGION V-BICOL REGION,09/02/2018
1,REGION V-BICOL REGION,09/09/2018
0,REGION V-BICOL REGION,16/09/2018
3,REGION V-BICOL REGION,23/09/2018
1,REGION V-BICOL REGION,30/09/2018
0,REGION V-BICOL REGION,10/07/2018
2,REGION V-BICOL REGION,14/10/2018
0,REGION V-BICOL REGION,21/10/2018
0,REGION V-BICOL REGION,28/10/2018
2,REGION V-BICOL REGION,11/04/2018
5,REGION V-BICOL REGION,11/11/2018
0,REGION V-BICOL REGION,18/11/2018
1,REGION V-BICOL REGION,25/11/2018
2,REGION V-BICOL REGION,12/02/2018
13,REGION V-BICOL REGION,12/09/2018
3,REGION V-BICOL REGION,16/12/2018
2,REGION V-BICOL REGION,23/12/2018
2,REGION V-BICOL REGION,30/12/2018
5,REGION V-BICOL REGION,01/07/2018
3,REGION V-BICOL REGION,14/01/2018
7,REGION V-BICOL REGION,21/01/2018
5,REGION V-BICOL REGION,28/01/2018
1,REGION V-BICOL REGION,02/04/2018
7,REGION V-BICOL REGION,02/11/2018
9,REGION V-BICOL REGION,18/02/2018
8,REGION V-BICOL REGION,25/02/2018
7,REGION V-BICOL REGION,03/04/2018
7,REGION V-BICOL REGION,03/11/2018
5,REGION V-BICOL REGION,18/03/2018
7,REGION V-BICOL REGION,25/03/2018
7,REGION V-BICOL REGION,04/01/2018
4,REGION V-BICOL REGION,04/08/2018
5,REGION V-BICOL REGION,15/04/2018
7,REGION V-BICOL REGION,22/04/2018
1,REGION V-BICOL REGION,29/04/2018
4,REGION V-BICOL REGION,05/06/2018
6,REGION V-BICOL REGION,13/05/2018
5,REGION V-BICOL REGION,20/05/2018
2,REGION V-BICOL REGION,27/05/2018
6,REGION V-BICOL REGION,06/03/2018
3,REGION V-BICOL REGION,06/10/2018
3,REGION V-BICOL REGION,17/06/2018
0,REGION V-BICOL REGION,24/06/2018
2,REGION V-BICOL REGION,07/01/2018
1,REGION V-BICOL REGION,07/08/2018
4,REGION V-BICOL REGION,15/07/2018
4,REGION V-BICOL REGION,22/07/2018
2,REGION V-BICOL REGION,29/07/2018
5,REGION V-BICOL REGION,08/05/2018
9,REGION V-BICOL REGION,08/12/2018
5,REGION V-BICOL REGION,19/08/2018
9,REGION V-BICOL REGION,26/08/2018
9,REGION V-BICOL REGION,09/02/2018
4,REGION V-BICOL REGION,09/09/2018
6,REGION V-BICOL REGION,16/09/2018
2,REGION V-BICOL REGION,23/09/2018
8,REGION V-BICOL REGION,30/09/2018
4,REGION V-BICOL REGION,10/07/2018
6,REGION V-BICOL REGION,14/10/2018
4,REGION V-BICOL REGION,21/10/2018
7,REGION V-BICOL REGION,28/10/2018
7,REGION V-BICOL REGION,11/04/2018
12,REGION V-BICOL REGION,11/11/2018
7,REGION V-BICOL REGION,18/11/2018
1,REGION V-BICOL REGION,25/11/2018
10,REGION V-BICOL REGION,12/02/2018
12,REGION V-BICOL REGION,12/09/2018
9,REGION V-BICOL REGION,16/12/2018
9,REGION V-BICOL REGION,23/12/2018
6,REGION V-BICOL REGION,30/12/2018
16,REGION V-BICOL REGION,01/07/2018
11,REGION V-BICOL REGION,14/01/2018
16,REGION V-BICOL REGION,21/01/2018
7,REGION V-BICOL REGION,28/01/2018
14,REGION V-BICOL REGION,02/04/2018
7,REGION V-BICOL REGION,02/11/2018
5,REGION V-BICOL REGION,18/02/2018
4,REGION V-BICOL REGION,25/02/2018
2,REGION V-BICOL REGION,03/04/2018
7,REGION V-BICOL REGION,03/11/2018
4,REGION V-BICOL REGION,18/03/2018
0,REGION V-BICOL REGION,25/03/2018
7,REGION V-BICOL REGION,04/01/2018
2,REGION V-BICOL REGION,04/08/2018
4,REGION V-BICOL REGION,15/04/2018
1,REGION V-BICOL REGION,22/04/2018
0,REGION V-BICOL REGION,29/04/2018
1,REGION V-BICOL REGION,05/06/2018
2,REGION V-BICOL REGION,13/05/2018
5,REGION V-BICOL REGION,20/05/2018
2,REGION V-BICOL REGION,27/05/2018
9,REGION V-BICOL REGION,06/03/2018
4,REGION V-BICOL REGION,06/10/2018
3,REGION V-BICOL REGION,17/06/2018
10,REGION V-BICOL REGION,24/06/2018
5,REGION V-BICOL REGION,07/01/2018
7,REGION V-BICOL REGION,07/08/2018
5,REGION V-BICOL REGION,15/07/2018
9,REGION V-BICOL REGION,22/07/2018
13,REGION V-BICOL REGION,29/07/2018
6,REGION V-BICOL REGION,08/05/2018
12,REGION V-BICOL REGION,08/12/2018
7,REGION V-BICOL REGION,19/08/2018
8,REGION V-BICOL REGION,26/08/2018
17,REGION V-BICOL REGION,09/02/2018
5,REGION V-BICOL REGION,09/09/2018
9,REGION V-BICOL REGION,16/09/2018
7,REGION V-BICOL REGION,23/09/2018
2,REGION V-BICOL REGION,30/09/2018
6,REGION V-BICOL REGION,10/07/2018
4,REGION V-BICOL REGION,14/10/2018
3,REGION V-BICOL REGION,21/10/2018
0,REGION V-BICOL REGION,28/10/2018
1,REGION V-BICOL REGION,11/04/2018
5,REGION V-BICOL REGION,11/11/2018
5,REGION V-BICOL REGION,18/11/2018
4,REGION V-BICOL REGION,25/11/2018
7,REGION V-BICOL REGION,12/02/2018
2,REGION V-BICOL REGION,12/09/2018
8,REGION V-BICOL REGION,16/12/2018
7,REGION V-BICOL REGION,23/12/2018
5,REGION V-BICOL REGION,30/12/2018
2,REGION V-BICOL REGION,01/07/2018
8,REGION V-BICOL REGION,14/01/2018
10,REGION V-BICOL REGION,21/01/2018
1,REGION V-BICOL REGION,28/01/2018
6,REGION V-BICOL REGION,02/04/2018
2,REGION V-BICOL REGION,02/11/2018
2,REGION V-BICOL REGION,18/02/2018
6,REGION V-BICOL REGION,25/02/2018
5,REGION V-BICOL REGION,03/04/2018
12,REGION V-BICOL REGION,03/11/2018
1,REGION V-BICOL REGION,18/03/2018
3,REGION V-BICOL REGION,25/03/2018
4,REGION V-BICOL REGION,04/01/2018
8,REGION V-BICOL REGION,04/08/2018
6,REGION V-BICOL REGION,15/04/2018
4,REGION V-BICOL REGION,22/04/2018
7,REGION V-BICOL REGION,29/04/2018
8,REGION V-BICOL REGION,05/06/2018
5,REGION V-BICOL REGION,13/05/2018
4,REGION V-BICOL REGION,20/05/2018
6,REGION V-BICOL REGION,27/05/2018
3,REGION V-BICOL REGION,06/03/2018
7,REGION V-BICOL REGION,06/10/2018
8,REGION V-BICOL REGION,17/06/2018
5,REGION V-BICOL REGION,24/06/2018
5,REGION V-BICOL REGION,07/01/2018
10,REGION V-BICOL REGION,07/08/2018
14,REGION V-BICOL REGION,15/07/2018
3,REGION V-BICOL REGION,22/07/2018
10,REGION V-BICOL REGION,29/07/2018
10,REGION V-BICOL REGION,08/05/2018
16,REGION V-BICOL REGION,08/12/2018
11,REGION V-BICOL REGION,19/08/2018
9,REGION V-BICOL REGION,26/08/2018
15,REGION V-BICOL REGION,09/02/2018
11,REGION V-BICOL REGION,09/09/2018
16,REGION V-BICOL REGION,16/09/2018
19,REGION V-BICOL REGION,23/09/2018
7,REGION V-BICOL REGION,30/09/2018
12,REGION V-BICOL REGION,10/07/2018
20,REGION V-BICOL REGION,14/10/2018
13,REGION V-BICOL REGION,21/10/2018
16,REGION V-BICOL REGION,28/10/2018
17,REGION V-BICOL REGION,11/04/2018
23,REGION V-BICOL REGION,11/11/2018
9,REGION V-BICOL REGION,18/11/2018
10,REGION V-BICOL REGION,25/11/2018
20,REGION V-BICOL REGION,12/02/2018
28,REGION V-BICOL REGION,12/09/2018
17,REGION V-BICOL REGION,16/12/2018
20,REGION V-BICOL REGION,23/12/2018
16,REGION V-BICOL REGION,30/12/2018
135,REGION VI-WESTERN VISAYAS,01/07/2018
18,REGION VI-WESTERN VISAYAS,14/01/2018
12,REGION VI-WESTERN VISAYAS,21/01/2018
25,REGION VI-WESTERN VISAYAS,28/01/2018
22,REGION VI-WESTERN VISAYAS,02/04/2018
26,REGION VI-WESTERN VISAYAS,02/11/2018
11,REGION VI-WESTERN VISAYAS,18/02/2018
8,REGION VI-WESTERN VISAYAS,25/02/2018
17,REGION VI-WESTERN VISAYAS,03/04/2018
17,REGION VI-WESTERN VISAYAS,03/11/2018
18,REGION VI-WESTERN VISAYAS,18/03/2018
13,REGION VI-WESTERN VISAYAS,25/03/2018
15,REGION VI-WESTERN VISAYAS,04/01/2018
18,REGION VI-WESTERN VISAYAS,04/08/2018
9,REGION VI-WESTERN VISAYAS,15/04/2018
13,REGION VI-WESTERN VISAYAS,22/04/2018
10,REGION VI-WESTERN VISAYAS,29/04/2018
15,REGION VI-WESTERN VISAYAS,05/06/2018
27,REGION VI-WESTERN VISAYAS,13/05/2018
8,REGION VI-WESTERN VISAYAS,20/05/2018
30,REGION VI-WESTERN VISAYAS,27/05/2018
34,REGION VI-WESTERN VISAYAS,06/03/2018
24,REGION VI-WESTERN VISAYAS,06/10/2018
55,REGION VI-WESTERN VISAYAS,17/06/2018
60,REGION VI-WESTERN VISAYAS,24/06/2018
46,REGION VI-WESTERN VISAYAS,07/01/2018
45,REGION VI-WESTERN VISAYAS,07/08/2018
70,REGION VI-WESTERN VISAYAS,15/07/2018
44,REGION VI-WESTERN VISAYAS,22/07/2018
54,REGION VI-WESTERN VISAYAS,29/07/2018
48,REGION VI-WESTERN VISAYAS,08/05/2018
69,REGION VI-WESTERN VISAYAS,08/12/2018
43,REGION VI-WESTERN VISAYAS,19/08/2018
52,REGION VI-WESTERN VISAYAS,26/08/2018
58,REGION VI-WESTERN VISAYAS,09/02/2018
62,REGION VI-WESTERN VISAYAS,09/09/2018
59,REGION VI-WESTERN VISAYAS,16/09/2018
39,REGION VI-WESTERN VISAYAS,23/09/2018
73,REGION VI-WESTERN VISAYAS,30/09/2018
40,REGION VI-WESTERN VISAYAS,10/07/2018
66,REGION VI-WESTERN VISAYAS,14/10/2018
41,REGION VI-WESTERN VISAYAS,21/10/2018
63,REGION VI-WESTERN VISAYAS,28/10/2018
53,REGION VI-WESTERN VISAYAS,11/04/2018
52,REGION VI-WESTERN VISAYAS,11/11/2018
50,REGION VI-WESTERN VISAYAS,18/11/2018
60,REGION VI-WESTERN VISAYAS,25/11/2018
48,REGION VI-WESTERN VISAYAS,12/02/2018
51,REGION VI-WESTERN VISAYAS,12/09/2018
58,REGION VI-WESTERN VISAYAS,16/12/2018
48,REGION VI-WESTERN VISAYAS,23/12/2018
49,REGION VI-WESTERN VISAYAS,30/12/2018
8,REGION VI-WESTERN VISAYAS,01/07/2018
5,REGION VI-WESTERN VISAYAS,14/01/2018
13,REGION VI-WESTERN VISAYAS,21/01/2018
8,REGION VI-WESTERN VISAYAS,28/01/2018
15,REGION VI-WESTERN VISAYAS,02/04/2018
4,REGION VI-WESTERN VISAYAS,02/11/2018
13,REGION VI-WESTERN VISAYAS,18/02/2018
10,REGION VI-WESTERN VISAYAS,25/02/2018
9,REGION VI-WESTERN VISAYAS,03/04/2018
20,REGION VI-WESTERN VISAYAS,03/11/2018
12,REGION VI-WESTERN VISAYAS,18/03/2018
7,REGION VI-WESTERN VISAYAS,25/03/2018
7,REGION VI-WESTERN VISAYAS,04/01/2018
6,REGION VI-WESTERN VISAYAS,04/08/2018
10,REGION VI-WESTERN VISAYAS,15/04/2018
9,REGION VI-WESTERN VISAYAS,22/04/2018
8,REGION VI-WESTERN VISAYAS,29/04/2018
7,REGION VI-WESTERN VISAYAS,05/06/2018
6,REGION VI-WESTERN VISAYAS,13/05/2018
9,REGION VI-WESTERN VISAYAS,20/05/2018
40,REGION VI-WESTERN VISAYAS,27/05/2018
9,REGION VI-WESTERN VISAYAS,06/03/2018
10,REGION VI-WESTERN VISAYAS,06/10/2018
25,REGION VI-WESTERN VISAYAS,17/06/2018
25,REGION VI-WESTERN VISAYAS,24/06/2018
45,REGION VI-WESTERN VISAYAS,07/01/2018
55,REGION VI-WESTERN VISAYAS,07/08/2018
63,REGION VI-WESTERN VISAYAS,15/07/2018
70,REGION VI-WESTERN VISAYAS,22/07/2018
70,REGION VI-WESTERN VISAYAS,29/07/2018
64,REGION VI-WESTERN VISAYAS,08/05/2018
80,REGION VI-WESTERN VISAYAS,08/12/2018
67,REGION VI-WESTERN VISAYAS,19/08/2018
58,REGION VI-WESTERN VISAYAS,26/08/2018
44,REGION VI-WESTERN VISAYAS,09/02/2018
46,REGION VI-WESTERN VISAYAS,09/09/2018
54,REGION VI-WESTERN VISAYAS,16/09/2018
43,REGION VI-WESTERN VISAYAS,23/09/2018
37,REGION VI-WESTERN VISAYAS,30/09/2018
34,REGION VI-WESTERN VISAYAS,10/07/2018
46,REGION VI-WESTERN VISAYAS,14/10/2018
5,REGION VI-WESTERN VISAYAS,21/10/2018
35,REGION VI-WESTERN VISAYAS,28/10/2018
35,REGION VI-WESTERN VISAYAS,11/04/2018
25,REGION VI-WESTERN VISAYAS,11/11/2018
16,REGION VI-WESTERN VISAYAS,18/11/2018
23,REGION VI-WESTERN VISAYAS,25/11/2018
22,REGION VI-WESTERN VISAYAS,12/02/2018
27,REGION VI-WESTERN VISAYAS,12/09/2018
24,REGION VI-WESTERN VISAYAS,16/12/2018
13,REGION VI-WESTERN VISAYAS,23/12/2018
8,REGION VI-WESTERN VISAYAS,30/12/2018
10,REGION VI-WESTERN VISAYAS,01/07/2018
19,REGION VI-WESTERN VISAYAS,14/01/2018
19,REGION VI-WESTERN VISAYAS,21/01/2018
22,REGION VI-WESTERN VISAYAS,28/01/2018
13,REGION VI-WESTERN VISAYAS,02/04/2018
12,REGION VI-WESTERN VISAYAS,02/11/2018
13,REGION VI-WESTERN VISAYAS,18/02/2018
14,REGION VI-WESTERN VISAYAS,25/02/2018
12,REGION VI-WESTERN VISAYAS,03/04/2018
10,REGION VI-WESTERN VISAYAS,03/11/2018
8,REGION VI-WESTERN VISAYAS,18/03/2018
12,REGION VI-WESTERN VISAYAS,25/03/2018
12,REGION VI-WESTERN VISAYAS,04/01/2018
10,REGION VI-WESTERN VISAYAS,04/08/2018
15,REGION VI-WESTERN VISAYAS,15/04/2018
2,REGION VI-WESTERN VISAYAS,22/04/2018
4,REGION VI-WESTERN VISAYAS,29/04/2018
15,REGION VI-WESTERN VISAYAS,05/06/2018
6,REGION VI-WESTERN VISAYAS,13/05/2018
5,REGION VI-WESTERN VISAYAS,20/05/2018
10,REGION VI-WESTERN VISAYAS,27/05/2018
8,REGION VI-WESTERN VISAYAS,06/03/2018
12,REGION VI-WESTERN VISAYAS,06/10/2018
9,REGION VI-WESTERN VISAYAS,17/06/2018
10,REGION VI-WESTERN VISAYAS,24/06/2018
27,REGION VI-WESTERN VISAYAS,07/01/2018
40,REGION VI-WESTERN VISAYAS,07/08/2018
41,REGION VI-WESTERN VISAYAS,15/07/2018
49,REGION VI-WESTERN VISAYAS,22/07/2018
51,REGION VI-WESTERN VISAYAS,29/07/2018
43,REGION VI-WESTERN VISAYAS,08/05/2018
53,REGION VI-WESTERN VISAYAS,08/12/2018
51,REGION VI-WESTERN VISAYAS,19/08/2018
59,REGION VI-WESTERN VISAYAS,26/08/2018
47,REGION VI-WESTERN VISAYAS,09/02/2018
67,REGION VI-WESTERN VISAYAS,09/09/2018
46,REGION VI-WESTERN VISAYAS,16/09/2018
62,REGION VI-WESTERN VISAYAS,23/09/2018
51,REGION VI-WESTERN VISAYAS,30/09/2018
41,REGION VI-WESTERN VISAYAS,10/07/2018
56,REGION VI-WESTERN VISAYAS,14/10/2018
62,REGION VI-WESTERN VISAYAS,21/10/2018
39,REGION VI-WESTERN VISAYAS,28/10/2018
39,REGION VI-WESTERN VISAYAS,11/04/2018
44,REGION VI-WESTERN VISAYAS,11/11/2018
37,REGION VI-WESTERN VISAYAS,18/11/2018
40,REGION VI-WESTERN VISAYAS,25/11/2018
38,REGION VI-WESTERN VISAYAS,12/02/2018
23,REGION VI-WESTERN VISAYAS,12/09/2018
34,REGION VI-WESTERN VISAYAS,16/12/2018
33,REGION VI-WESTERN VISAYAS,23/12/2018
32,REGION VI-WESTERN VISAYAS,30/12/2018
18,REGION VI-WESTERN VISAYAS,01/07/2018
11,REGION VI-WESTERN VISAYAS,14/01/2018
10,REGION VI-WESTERN VISAYAS,21/01/2018
7,REGION VI-WESTERN VISAYAS,28/01/2018
15,REGION VI-WESTERN VISAYAS,02/04/2018
9,REGION VI-WESTERN VISAYAS,02/11/2018
10,REGION VI-WESTERN VISAYAS,18/02/2018
4,REGION VI-WESTERN VISAYAS,25/02/2018
5,REGION VI-WESTERN VISAYAS,03/04/2018
7,REGION VI-WESTERN VISAYAS,03/11/2018
4,REGION VI-WESTERN VISAYAS,18/03/2018
4,REGION VI-WESTERN VISAYAS,25/03/2018
1,REGION VI-WESTERN VISAYAS,04/01/2018
3,REGION VI-WESTERN VISAYAS,04/08/2018
5,REGION VI-WESTERN VISAYAS,15/04/2018
2,REGION VI-WESTERN VISAYAS,22/04/2018
5,REGION VI-WESTERN VISAYAS,29/04/2018
7,REGION VI-WESTERN VISAYAS,05/06/2018
9,REGION VI-WESTERN VISAYAS,13/05/2018
13,REGION VI-WESTERN VISAYAS,20/05/2018
6,REGION VI-WESTERN VISAYAS,27/05/2018
7,REGION VI-WESTERN VISAYAS,06/03/2018
13,REGION VI-WESTERN VISAYAS,06/10/2018
19,REGION VI-WESTERN VISAYAS,17/06/2018
30,REGION VI-WESTERN VISAYAS,24/06/2018
40,REGION VI-WESTERN VISAYAS,07/01/2018
20,REGION VI-WESTERN VISAYAS,07/08/2018
22,REGION VI-WESTERN VISAYAS,15/07/2018
49,REGION VI-WESTERN VISAYAS,22/07/2018
41,REGION VI-WESTERN VISAYAS,29/07/2018
53,REGION VI-WESTERN VISAYAS,08/05/2018
54,REGION VI-WESTERN VISAYAS,08/12/2018
42,REGION VI-WESTERN VISAYAS,19/08/2018
46,REGION VI-WESTERN VISAYAS,26/08/2018
33,REGION VI-WESTERN VISAYAS,09/02/2018
43,REGION VI-WESTERN VISAYAS,09/09/2018
39,REGION VI-WESTERN VISAYAS,16/09/2018
44,REGION VI-WESTERN VISAYAS,23/09/2018
40,REGION VI-WESTERN VISAYAS,30/09/2018
40,REGION VI-WESTERN VISAYAS,10/07/2018
25,REGION VI-WESTERN VISAYAS,14/10/2018
53,REGION VI-WESTERN VISAYAS,21/10/2018
36,REGION VI-WESTERN VISAYAS,28/10/2018
25,REGION VI-WESTERN VISAYAS,11/04/2018
40,REGION VI-WESTERN VISAYAS,11/11/2018
36,REGION VI-WESTERN VISAYAS,18/11/2018
23,REGION VI-WESTERN VISAYAS,25/11/2018
34,REGION VI-WESTERN VISAYAS,12/02/2018
27,REGION VI-WESTERN VISAYAS,12/09/2018
54,REGION VI-WESTERN VISAYAS,16/12/2018
33,REGION VI-WESTERN VISAYAS,23/12/2018
19,REGION VI-WESTERN VISAYAS,30/12/2018
5,REGION VI-WESTERN VISAYAS,01/07/2018
0,REGION VI-WESTERN VISAYAS,14/01/2018
3,REGION VI-WESTERN VISAYAS,21/01/2018
1,REGION VI-WESTERN VISAYAS,28/01/2018
0,REGION VI-WESTERN VISAYAS,02/04/2018
0,REGION VI-WESTERN VISAYAS,02/11/2018
2,REGION VI-WESTERN VISAYAS,18/02/2018
1,REGION VI-WESTERN VISAYAS,25/02/2018
0,REGION VI-WESTERN VISAYAS,03/04/2018
1,REGION VI-WESTERN VISAYAS,03/11/2018
0,REGION VI-WESTERN VISAYAS,18/03/2018
1,REGION VI-WESTERN VISAYAS,25/03/2018
0,REGION VI-WESTERN VISAYAS,04/01/2018
0,REGION VI-WESTERN VISAYAS,04/08/2018
1,REGION VI-WESTERN VISAYAS,15/04/2018
0,REGION VI-WESTERN VISAYAS,22/04/2018
0,REGION VI-WESTERN VISAYAS,29/04/2018
2,REGION VI-WESTERN VISAYAS,05/06/2018
0,REGION VI-WESTERN VISAYAS,13/05/2018
3,REGION VI-WESTERN VISAYAS,20/05/2018
1,REGION VI-WESTERN VISAYAS,27/05/2018
3,REGION VI-WESTERN VISAYAS,06/03/2018
3,REGION VI-WESTERN VISAYAS,06/10/2018
6,REGION VI-WESTERN VISAYAS,17/06/2018
5,REGION VI-WESTERN VISAYAS,24/06/2018
5,REGION VI-WESTERN VISAYAS,07/01/2018
5,REGION VI-WESTERN VISAYAS,07/08/2018
9,REGION VI-WESTERN VISAYAS,15/07/2018
6,REGION VI-WESTERN VISAYAS,22/07/2018
6,REGION VI-WESTERN VISAYAS,29/07/2018
4,REGION VI-WESTERN VISAYAS,08/05/2018
9,REGION VI-WESTERN VISAYAS,08/12/2018
5,REGION VI-WESTERN VISAYAS,19/08/2018
5,REGION VI-WESTERN VISAYAS,26/08/2018
4,REGION VI-WESTERN VISAYAS,09/02/2018
3,REGION VI-WESTERN VISAYAS,09/09/2018
5,REGION VI-WESTERN VISAYAS,16/09/2018
4,REGION VI-WESTERN VISAYAS,23/09/2018
9,REGION VI-WESTERN VISAYAS,30/09/2018
5,REGION VI-WESTERN VISAYAS,10/07/2018
13,REGION VI-WESTERN VISAYAS,14/10/2018
7,REGION VI-WESTERN VISAYAS,21/10/2018
2,REGION VI-WESTERN VISAYAS,28/10/2018
4,REGION VI-WESTERN VISAYAS,11/04/2018
0,REGION VI-WESTERN VISAYAS,11/11/2018
2,REGION VI-WESTERN VISAYAS,18/11/2018
1,REGION VI-WESTERN VISAYAS,25/11/2018
1,REGION VI-WESTERN VISAYAS,12/02/2018
0,REGION VI-WESTERN VISAYAS,12/09/2018
0,REGION VI-WESTERN VISAYAS,16/12/2018
2,REGION VI-WESTERN VISAYAS,23/12/2018
0,REGION VI-WESTERN VISAYAS,30/12/2018
16,REGION VI-WESTERN VISAYAS,01/07/2018
19,REGION VI-WESTERN VISAYAS,14/01/2018
16,REGION VI-WESTERN VISAYAS,21/01/2018
26,REGION VI-WESTERN VISAYAS,28/01/2018
26,REGION VI-WESTERN VISAYAS,02/04/2018
18,REGION VI-WESTERN VISAYAS,02/11/2018
17,REGION VI-WESTERN VISAYAS,18/02/2018
16,REGION VI-WESTERN VISAYAS,25/02/2018
16,REGION VI-WESTERN VISAYAS,03/04/2018
16,REGION VI-WESTERN VISAYAS,03/11/2018
9,REGION VI-WESTERN VISAYAS,18/03/2018
11,REGION VI-WESTERN VISAYAS,25/03/2018
8,REGION VI-WESTERN VISAYAS,04/01/2018
10,REGION VI-WESTERN VISAYAS,04/08/2018
13,REGION VI-WESTERN VISAYAS,15/04/2018
9,REGION VI-WESTERN VISAYAS,22/04/2018
18,REGION VI-WESTERN VISAYAS,29/04/2018
14,REGION VI-WESTERN VISAYAS,05/06/2018
15,REGION VI-WESTERN VISAYAS,13/05/2018
19,REGION VI-WESTERN VISAYAS,20/05/2018
24,REGION VI-WESTERN VISAYAS,27/05/2018
16,REGION VI-WESTERN VISAYAS,06/03/2018
15,REGION VI-WESTERN VISAYAS,06/10/2018
27,REGION VI-WESTERN VISAYAS,17/06/2018
45,REGION VI-WESTERN VISAYAS,24/06/2018
52,REGION VI-WESTERN VISAYAS,07/01/2018
51,REGION VI-WESTERN VISAYAS,07/08/2018
78,REGION VI-WESTERN VISAYAS,15/07/2018
89,REGION VI-WESTERN VISAYAS,22/07/2018
89,REGION VI-WESTERN VISAYAS,29/07/2018
110,REGION VI-WESTERN VISAYAS,08/05/2018
109,REGION VI-WESTERN VISAYAS,08/12/2018
114,REGION VI-WESTERN VISAYAS,19/08/2018
93,REGION VI-WESTERN VISAYAS,26/08/2018
102,REGION VI-WESTERN VISAYAS,09/02/2018
69,REGION VI-WESTERN VISAYAS,09/09/2018
50,REGION VI-WESTERN VISAYAS,16/09/2018
75,REGION VI-WESTERN VISAYAS,23/09/2018
52,REGION VI-WESTERN VISAYAS,30/09/2018
62,REGION VI-WESTERN VISAYAS,10/07/2018
72,REGION VI-WESTERN VISAYAS,14/10/2018
53,REGION VI-WESTERN VISAYAS,21/10/2018
45,REGION VI-WESTERN VISAYAS,28/10/2018
51,REGION VI-WESTERN VISAYAS,11/04/2018
83,REGION VI-WESTERN VISAYAS,11/11/2018
77,REGION VI-WESTERN VISAYAS,18/11/2018
68,REGION VI-WESTERN VISAYAS,25/11/2018
53,REGION VI-WESTERN VISAYAS,12/02/2018
65,REGION VI-WESTERN VISAYAS,12/09/2018
332,REGION VI-WESTERN VISAYAS,16/12/2018
34,REGION VI-WESTERN VISAYAS,23/12/2018
39,REGION VI-WESTERN VISAYAS,30/12/2018
4,REGION VI-WESTERN VISAYAS,01/07/2018
11,REGION VI-WESTERN VISAYAS,14/01/2018
7,REGION VI-WESTERN VISAYAS,21/01/2018
10,REGION VI-WESTERN VISAYAS,28/01/2018
9,REGION VI-WESTERN VISAYAS,02/04/2018
5,REGION VI-WESTERN VISAYAS,02/11/2018
4,REGION VI-WESTERN VISAYAS,18/02/2018
4,REGION VI-WESTERN VISAYAS,25/02/2018
10,REGION VI-WESTERN VISAYAS,03/04/2018
8,REGION VI-WESTERN VISAYAS,03/11/2018
2,REGION VI-WESTERN VISAYAS,18/03/2018
2,REGION VI-WESTERN VISAYAS,25/03/2018
5,REGION VI-WESTERN VISAYAS,04/01/2018
2,REGION VI-WESTERN VISAYAS,04/08/2018
3,REGION VI-WESTERN VISAYAS,15/04/2018
3,REGION VI-WESTERN VISAYAS,22/04/2018
5,REGION VI-WESTERN VISAYAS,29/04/2018
4,REGION VI-WESTERN VISAYAS,05/06/2018
4,REGION VI-WESTERN VISAYAS,13/05/2018
0,REGION VI-WESTERN VISAYAS,20/05/2018
2,REGION VI-WESTERN VISAYAS,27/05/2018
3,REGION VI-WESTERN VISAYAS,06/03/2018
5,REGION VI-WESTERN VISAYAS,06/10/2018
7,REGION VI-WESTERN VISAYAS,17/06/2018
7,REGION VI-WESTERN VISAYAS,24/06/2018
14,REGION VI-WESTERN VISAYAS,07/01/2018
14,REGION VI-WESTERN VISAYAS,07/08/2018
14,REGION VI-WESTERN VISAYAS,15/07/2018
31,REGION VI-WESTERN VISAYAS,22/07/2018
40,REGION VI-WESTERN VISAYAS,29/07/2018
39,REGION VI-WESTERN VISAYAS,08/05/2018
40,REGION VI-WESTERN VISAYAS,08/12/2018
59,REGION VI-WESTERN VISAYAS,19/08/2018
49,REGION VI-WESTERN VISAYAS,26/08/2018
